"sid","pid","PNUM","uid","TASK","DATASET","timestamp","ixn","code_topic","code_detail","code_datatype","flag_simultaneous","reps_group","reps_all","time","task_start","task_end","task_mins","task_second","relative_time_s","relative_time","reps_multi","REP","rep_simple","rep_type"
"2183","lkin27js09b","P7","572","ixn","happiness",01:18:52,"FALSE","PROCESS","representation comment",NA,FALSE,"none","interactive_tutorial,",01:18:52,01:13:38,01:37:49,24.2,1451,314,314,FALSE,"none","NONE","NONE"
"2185","lkin27js09b","P7","542","ixn","happiness",01:23:32,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"barplot","barplot_country2_lkin27js09bhappiness,",01:23:32,01:13:38,01:37:49,24.2,1451,594,594,FALSE,"barplot","barplot","CHART"
"2200","li832lin23","P8","506","static","space",00:32:59,"FALSE","PROCESS","representation comment","distribution (categorical)",FALSE,"barplot","barplot_survived_cryosleep_li832lin23space,",00:32:59,00:14:28,00:36:51,22.4,1343,1111,1111,FALSE,"barplot","barplot","CHART"
"2211","li832lin23","P8","507","ixn","happiness",01:06:14,"FALSE","PROCESS","representation comment","relationship (continuous X continuous)",TRUE,"none",NA,01:06:14,01:02:57,01:25:26,22.5,1349,197,197,FALSE,"none","NONE","NONE"
"2218","li832lin23","P8","503","ixn","happiness",01:09:56,"FALSE","RELATIONSHIP","outlier (relationship)","relationship (continuous X continuous)",FALSE,"scatterplot","tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,",01:09:56,01:02:57,01:25:26,22.5,1349,419,419,FALSE,"scatterplot","scatterplot","CHART"
"2232","li832lin23","P8","509","ixn","happiness",01:21:43,"FALSE","PROCESS","representation comment","relationship (continuous X continuous)",FALSE,"multiviewchart","tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness,",01:21:43,01:02:57,01:25:26,22.5,1349,1126,1126,FALSE,"multiviewchart","multi-view chart","CHART"
"2233","li832lin23","P8","510","ixn","happiness",01:21:47,"TRUE","PROCESS","representation comment",NA,FALSE,"multiviewchart","tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness,",01:21:47,01:02:57,01:25:26,22.5,1349,1130,1130,FALSE,"multiviewchart","multi-view chart","CHART"
"2297","7382kwtue","P3","136","static","space",00:19:30,"FALSE","PROCESS","representation comment",NA,FALSE,"scatterplot","VIP_Cryosleep_sizeCount_scatter_big_7382kwtuespace, cryosleep_value_counts_2_7382kwtuespace,",00:19:30,00:14:48,00:43:20,28.5,1712,282,282,FALSE,"scatterplot","scatterplot","CHART"
"2312","7382kwtue","P3","142","static","space",00:36:26,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (categorical X continuous)",FALSE,"none",NA,00:36:26,00:14:48,00:43:20,28.5,1712,1298,1298,FALSE,"none","NONE","NONE"
"2320","7382kwtue","P3","146","ixn","happiness",01:09:07,"FALSE","RELATIONSHIP","relationship cluster(s)/subgroup/ unexpected","relationship (multivariate)
",FALSE,"scatterplot","corruption_confidence_hover_pan_zoom_color_freedomQ_separate_encoding_scatter_bigger_7382kwtuehappiness,",01:09:07,01:02:50,01:26:40,23.8,1430,377,377,FALSE,"scatterplot","scatterplot","CHART"
"2321","7382kwtue","P3","133","ixn","happiness",01:09:15,"FALSE","RELATIONSHIP","relationship cluster(s)/subgroup/ unexpected","relationship (multivariate)
",FALSE,"scatterplot","corruption_confidence_hover_pan_zoom_color_generosityQ_separate_encoding_scatter_7382kwtuehappiness,",01:09:15,01:02:50,01:26:40,23.8,1430,385,385,FALSE,"scatterplot","scatterplot","CHART"
"2322","7382kwtue","P3","125","ixn","happiness",01:09:55,"FALSE","RELATIONSHIP","relationship cluster(s)/subgroup/ unexpected","relationship (multivariate)
",FALSE,"scatterplot","corruption_confidence_hover_pan_zoom_color_positive_affectQ_separate_encoding_scatter_2_7382kwtuehappiness,",01:09:55,01:02:50,01:26:40,23.8,1430,425,425,FALSE,"scatterplot","scatterplot","CHART"
"2323","7382kwtue","P3","129","ixn","happiness",01:10:11,"FALSE","RELATIONSHIP","relationship cluster(s)/subgroup/ unexpected","relationship (multivariate)
",FALSE,"scatterplot","corruption_confidence_hover_pan_zoom_color_positive_affectQ_separate_encoding_scatter_3_7382kwtuehappiness,",01:10:11,01:02:50,01:26:40,23.8,1430,441,441,FALSE,"scatterplot","scatterplot","CHART"
"2324","7382kwtue","P3","158","ixn","happiness",01:10:43,"FALSE","RELATIONSHIP","relationship cluster(s)/subgroup/ unexpected","relationship (continuous X continuous)",FALSE,"scatterplot","positiveAffect_corruption_hover_pan_zoom_encode_scatter_7382kwtuehappiness,",01:10:43,01:02:50,01:26:40,23.8,1430,473,473,FALSE,"scatterplot","scatterplot","CHART"
"2325","7382kwtue","P3","139","ixn","happiness",01:12:54,"TRUE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"scatterplot","positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_7382kwtuehappiness,",01:12:54,01:02:50,01:26:40,23.8,1430,604,604,FALSE,"scatterplot","scatterplot","CHART"
"2326","7382kwtue","P3","140","ixn","happiness",01:14:48,"TRUE","PROCESS","representation comment","relationship (multivariate)
",FALSE,"scatterplot","positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_3_7382kwtuehappiness,",01:14:48,01:02:50,01:26:40,23.8,1430,718,718,FALSE,"scatterplot","scatterplot","CHART"
"2327","7382kwtue","P3","132","ixn","happiness",01:15:16,"TRUE","RELATIONSHIP","relationship existence / non-existence","relationship (multivariate)
",FALSE,"scatterplot","positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_3_7382kwtuehappiness,",01:15:16,01:02:50,01:26:40,23.8,1430,746,746,FALSE,"scatterplot","scatterplot","CHART"
"2328","7382kwtue","P3","130","ixn","happiness",01:17:45,"TRUE","PROCESS","plan of action","relationship (multivariate)
",FALSE,"scatterplot","positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_3_7382kwtuehappiness,",01:17:45,01:02:50,01:26:40,23.8,1430,895,895,FALSE,"scatterplot","scatterplot","CHART"
"2329","7382kwtue","P3","156","ixn","happiness",01:20:53,"TRUE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"multiviewchart","affect_corruption_brush_7382kwtuehappiness, country_count_plot_7382kwtuehappiness,",01:20:53,01:02:50,01:26:40,23.8,1430,1083,1083,FALSE,"multiviewchart","multi-view chart","CHART"
"2330","7382kwtue","P3","143","ixn","happiness",01:21:19,"TRUE","RELATIONSHIP","relationship cluster(s)/subgroup/ unexpected","relationship (multivariate)
",FALSE,"multiviewchart","affect_corruption_brush_7382kwtuehappiness, country_count_plot_7382kwtuehappiness,",01:21:19,01:02:50,01:26:40,23.8,1430,1109,1109,FALSE,"multiviewchart","multi-view chart","CHART"
"2334","7382kwtue","P3","155","ixn","happiness",01:26:40,"FALSE","PROCESS","plan of action","relationship (multivariate)
",FALSE,"none",NA,01:26:40,01:02:50,01:26:40,23.8,1430,1430,1430,FALSE,"none","NONE","NONE"
"2511","E1D39056","P1","329","static","space",00:21:15,"FALSE","DATASET","missing data",NA,FALSE,"profile","alx_profile_not_transported_E1D39056space,",00:21:15,00:10:22,00:30:11,19.8,1189,653,653,FALSE,"profile","profile","CHART"
"2517","E1D39056","P1","333","ixn","happiness",00:46:21,"FALSE","DATASET","missing data",NA,FALSE,"profile","profile_df_any_na_E1D39056happiness,",00:46:21,00:45:35,01:11:40,26.1,1565,46,46,FALSE,"profile","profile","CHART"
"2540","8v892iige","P11","226","static","space",00:36:05,"FALSE","DATASET","missing data",NA,FALSE,"describe","df_describe_transpose_8v892iigespace,",00:36:05,00:31:26,00:46:56,15.5,930,279,279,FALSE,"describe","TABLE","CODE"
"2547","8v892iige","P11","194","static","space",00:39:40,"FALSE","PROCESS","plan of action",NA,FALSE,"dataframe","load_data_and_head_8v892iigespace,",00:39:40,00:31:26,00:46:56,15.5,930,494,494,FALSE,"dataframe","TABLE","CODE"
"2552","8v892iige","P11","204","static","space",00:43:25,"FALSE","PROCESS","plan of action",NA,FALSE,"double-profiler","profile_df_VIP_8v892iigespace, profile_df_roomService_8v892iigespace,",00:43:25,00:31:26,00:46:56,15.5,930,719,719,FALSE,"double-profiler","profile","CHART"
"162","bjs827ee1u","P6","294","static","happiness",00:24:52,"FALSE","VARIABLE","distribution range [min, max]","distribution  (continuous)",FALSE,"scatterplot","alx_scatter_year_happiness_bjs827ee1uhappiness,",00:24:52,00:24:52,00:42:02,17.2,1030,0,0,FALSE,"scatterplot","scatterplot","CHART"
"163","bjs827ee1u","P6","290","static","happiness",00:24:58,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"scatterplot","alx_scatter_year_happiness_bjs827ee1uhappiness,",00:24:58,00:24:52,00:42:02,17.2,1030,6,6,FALSE,"scatterplot","scatterplot","CHART"
"164","bjs827ee1u","P6","298","static","happiness",00:25:44,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"scatterplot","alx_joint_year_logGDP_bjs827ee1uhappiness,",00:25:44,00:24:52,00:42:02,17.2,1030,52,52,FALSE,"scatterplot","scatterplot","CHART"
"165","bjs827ee1u","P6","315","static","happiness",00:25:53,"FALSE","RELATIONSHIP","outlier (relationship)",NA,FALSE,"scatterplot","alx_joint_year_logGDP_bjs827ee1uhappiness,",00:25:53,00:24:52,00:42:02,17.2,1030,61,61,FALSE,"scatterplot","scatterplot","CHART"
"166","bjs827ee1u","P6","297","static","happiness",00:27:54,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"scatterplot","alx_joint_happiness_logGDP_bjs827ee1uhappiness,",00:27:54,00:24:52,00:42:02,17.2,1030,182,182,FALSE,"scatterplot","scatterplot","CHART"
"167","bjs827ee1u","P6","291","static","happiness",00:32:41,"FALSE","PROCESS","representation comment",NA,FALSE,"scatterplot","jointplot_2008_bjs827ee1uhappiness,",00:32:41,00:24:52,00:42:02,17.2,1030,469,469,FALSE,"scatterplot","scatterplot","CHART"
"168","bjs827ee1u","P6","299","static","happiness",00:35:52,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"scatterplot","jointplot_combo_5_2008_2014_bjs827ee1uhappiness,",00:35:52,00:24:52,00:42:02,17.2,1030,660,660,FALSE,"scatterplot","scatterplot","CHART"
"169","bjs827ee1u","P6","311","static","happiness",00:36:49,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"scatterplot","jointplot_combo_2008_2021_bjs827ee1uhappiness,",00:36:49,00:24:52,00:42:02,17.2,1030,717,717,FALSE,"scatterplot","scatterplot","CHART"
"170","bjs827ee1u","P6","296","static","happiness",00:40:06,"FALSE","DATASET","missing data",NA,FALSE,"dataframe","set_display_and_view_bjs827ee1uhappiness,",00:40:06,00:24:52,00:42:02,17.2,1030,914,914,FALSE,"dataframe","TABLE","CODE"
"171","bjs827ee1u","P6","307","static","happiness",00:40:36,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"dataframe","set_display_and_view_bjs827ee1uhappiness,",00:40:36,00:24:52,00:42:02,17.2,1030,944,944,FALSE,"dataframe","TABLE","CODE"
"172","bjs827ee1u","P6","314","static","happiness",00:42:02,"FALSE","PROCESS","representation comment","relationship (multivariate)
",FALSE,"scatterplot","filter_and_jointplot_3_2008_2021_bjs827ee1uhappiness,",00:42:02,00:24:52,00:42:02,17.2,1030,1030,1030,FALSE,"scatterplot","scatterplot","CHART"
"173","bjs827ee1u","P6","302","ixn","space",01:15:05,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","data_dictionary,",01:15:05,01:15:05,01:38:28,23.4,1403,0,0,FALSE,"dictionary","TABLE","CODE"
"174","bjs827ee1u","P6","303","ixn","space",01:16:13,"FALSE","DATASET","missing data",NA,FALSE,"dataframe","display_df_bjs827ee1uspace,",01:16:13,01:15:05,01:38:28,23.4,1403,68,68,FALSE,"dataframe","TABLE","CODE"
"175","bjs827ee1u","P6","301","ixn","space",01:17:12,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (categorical X categorical)",FALSE,"dataframe","display_df_bjs827ee1uspace,",01:17:12,01:15:05,01:38:28,23.4,1403,127,127,FALSE,"dataframe","TABLE","CODE"
"176","bjs827ee1u","P6","306","ixn","space",01:18:00,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (categorical X continuous)",FALSE,"scatterplot","Age_CryoSleep_scatterplot_bjs827ee1uspace,",01:18:00,01:15:05,01:38:28,23.4,1403,175,175,FALSE,"scatterplot","scatterplot","CHART"
"177","bjs827ee1u","P6","313","ixn","space",01:18:08,"TRUE","DATASET","missing data",NA,FALSE,"scatterplot","Age_CryoSleep_scatterplot_bjs827ee1uspace,",01:18:08,01:15:05,01:38:28,23.4,1403,183,183,FALSE,"scatterplot","scatterplot","CHART"
"178","bjs827ee1u","P6","304","ixn","space",01:19:40,"FALSE","DATASET","data orientation",NA,FALSE,"dataframe","display_df_bjs827ee1uspace,",01:19:40,01:15:05,01:38:28,23.4,1403,275,275,FALSE,"dataframe","TABLE","CODE"
"179","bjs827ee1u","P6","300","ixn","space",01:20:10,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",TRUE,"dataframe","display_df_bjs827ee1uspace,",01:20:10,01:15:05,01:38:28,23.4,1403,305,305,FALSE,"dataframe","TABLE","CODE"
"180","bjs827ee1u","P6","295","ixn","space",01:24:47,"TRUE","PROCESS","representation comment",NA,FALSE,"scatterplot","VIP_survived_scatterplot_4_bjs827ee1uspace,",01:24:47,01:15:05,01:38:28,23.4,1403,582,582,FALSE,"scatterplot","scatterplot","CHART"
"181","bjs827ee1u","P6","305","ixn","space",01:26:51,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (categorical X categorical)",FALSE,"python","count_survived_bjs827ee1uspace,",01:26:51,01:15:05,01:38:28,23.4,1403,706,706,FALSE,"python","CODE","CODE"
"182","bjs827ee1u","P6","293","ixn","space",01:28:20,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"python","count_filtered_df1_bjs827ee1uspace,",01:28:20,01:15:05,01:38:28,23.4,1403,795,795,FALSE,"python","CODE","CODE"
"183","bjs827ee1u","P6","310","ixn","space",01:30:01,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"python","count_filtered_df1_bjs827ee1uspace, VIP_survived_filter2_len_bjs827ee1uspace,",01:30:01,01:15:05,01:38:28,23.4,1403,896,896,FALSE,"python","CODE","CODE"
"184","bjs827ee1u","P6","309","ixn","space",01:30:28,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"python","count_vip_true_bjs827ee1uspace, count_vip_false_bjs827ee1uspace,",01:30:28,01:15:05,01:38:28,23.4,1403,923,923,FALSE,"python","CODE","CODE"
"185","bjs827ee1u","P6","312","ixn","space",01:35:00,"FALSE","RELATIONSHIP","relationship range constriction","relationship (continuous X continuous)",FALSE,"scatterplot","Age_RoomService_scatterplot_1_bjs827ee1uspace,",01:35:00,01:15:05,01:38:28,23.4,1403,1195,1195,FALSE,"scatterplot","scatterplot","CHART"
"186","bjs827ee1u","P6","308","ixn","space",01:37:27,"TRUE","RELATIONSHIP","outlier (relationship)","distribution  (continuous)",FALSE,"scatterplot","Age_RoomService_scatterplot_with_pan_repeat_bjs827ee1uspace,",01:37:27,01:15:05,01:38:28,23.4,1403,1342,1342,FALSE,"scatterplot","scatterplot","CHART"
"187","bjs827ee1u","P6","292","ixn","space",01:38:28,"TRUE","RELATIONSHIP","relationship cluster(s)/subgroup/ unexpected","relationship (multivariate)
",FALSE,"scatterplot","Age_ShoppingMall_scatterplot_bjs827ee1uspace, high_shopping_df,",01:38:28,01:15:05,01:38:28,23.4,1403,1403,1403,FALSE,"scatterplot","scatterplot","CHART"
"188","3r2sh20ei","P9","16","ixn","space",01:08:19,"FALSE","DATASET","data orientation",NA,FALSE,"dataframe","display_dataframe_3r2sh20eispace,",01:08:19,01:08:19,01:32:28,24.1,1449,0,0,FALSE,"dataframe","TABLE","CODE"
"189","3r2sh20ei","P9","51","ixn","space",01:08:24,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","data_dictionary,",01:08:24,01:08:19,01:32:28,24.1,1449,5,5,FALSE,"dictionary","TABLE","CODE"
"190","3r2sh20ei","P9","23","ixn","space",01:09:13,"FALSE","DATASET","data orientation",NA,FALSE,"dictionary","data_dictionary,",01:09:13,01:08:19,01:32:28,24.1,1449,54,54,FALSE,"dictionary","TABLE","CODE"
"191","3r2sh20ei","P9","6","ixn","space",01:09:20,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","data_dictionary,",01:09:20,01:08:19,01:32:28,24.1,1449,61,61,FALSE,"dictionary","TABLE","CODE"
"192","3r2sh20ei","P9","24","ixn","space",01:09:32,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","data_dictionary,",01:09:32,01:08:19,01:32:28,24.1,1449,73,73,FALSE,"dictionary","TABLE","CODE"
"193","3r2sh20ei","P9","15","ixn","space",01:09:40,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","data_dictionary,",01:09:40,01:08:19,01:32:28,24.1,1449,81,81,FALSE,"dictionary","TABLE","CODE"
"194","3r2sh20ei","P9","72","ixn","space",01:09:47,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","data_dictionary,",01:09:47,01:08:19,01:32:28,24.1,1449,88,88,FALSE,"dictionary","TABLE","CODE"
"195","3r2sh20ei","P9","17","ixn","space",01:09:57,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","data_dictionary,",01:09:57,01:08:19,01:32:28,24.1,1449,98,98,FALSE,"dictionary","TABLE","CODE"
"196","3r2sh20ei","P9","4","ixn","space",01:10:00,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","data_dictionary,",01:10:00,01:08:19,01:32:28,24.1,1449,101,101,FALSE,"dictionary","TABLE","CODE"
"197","3r2sh20ei","P9","80","ixn","space",01:10:03,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","data_dictionary,",01:10:03,01:08:19,01:32:28,24.1,1449,104,104,FALSE,"dictionary","TABLE","CODE"
"198","3r2sh20ei","P9","55","ixn","space",01:10:13,"FALSE","DATASET","variable metadata",NA,TRUE,"dictionary","data_dictionary,",01:10:13,01:08:19,01:32:28,24.1,1449,114,114,FALSE,"dictionary","TABLE","CODE"
"199","3r2sh20ei","P9","39","ixn","space",01:10:17,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","data_dictionary,",01:10:17,01:08:19,01:32:28,24.1,1449,118,118,FALSE,"dictionary","TABLE","CODE"
"200","3r2sh20ei","P9","52","ixn","space",01:10:20,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","data_dictionary,",01:10:20,01:08:19,01:32:28,24.1,1449,121,121,FALSE,"dictionary","TABLE","CODE"
"201","3r2sh20ei","P9","66","ixn","space",01:11:03,"FALSE","VARIABLE","distribution range [min, max]","distribution (categorical)",FALSE,"profile","profile_dataframe_3r2sh20eispace,",01:11:03,01:08:19,01:32:28,24.1,1449,164,164,FALSE,"profile","profile","CHART"
