"sid","pid","PNUM","uid","TASK","DATASET","timestamp","ixn","code_topic","code_detail","code_datatype","flag_simultaneous","utterance","reps_group","time","task_start","task_end","task_mins","task_second","relative_time_s","relative_time","reps_multi","REP","rep_simple","rep_type","rep_name"
"250","7382kwtue","P3","139","ixn","happiness",01:12:54,"TRUE","RELATIONSHIP","relationship cluster(s)/subgroup/ unexpected","relationship (multivariate)
",FALSE,"It seems like positive affect and corruption have sort of an odd relationship. It seems like most people in the data have a higher estimation of the corruption in their country. People who have a largely positive aspect to have a low estimation of of of corruption in their country. But there are these like 2 sort of separate lobes for people who have positive affect. So i'm trying to see what accounts for the difference between both of people down here and close to people up here. I was wondering if it's just a factor of like. The people down here are positive, but also enjoy like better Gdp than the people up here.","scatterplot",01:12:54,01:02:50,01:26:40,23.8,1430,604,604,FALSE,"scatterplot","scatterplot","CHART","positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_7382kwtuehappiness"
"251","7382kwtue","P3","140","ixn","happiness",01:14:48,"TRUE","RELATIONSHIP","relationship cluster(s)/subgroup/ unexpected","relationship (multivariate)
",FALSE,"it seems like there is some GDP correlation, but like this dark blue versus this light blue, is not telling me as much as I would like.","scatterplot",01:14:48,01:02:50,01:26:40,23.8,1430,718,718,FALSE,"scatterplot","scatterplot","CHART","positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_3_7382kwtuehappiness"
"252","7382kwtue","P3","132","ixn","happiness",01:15:16,"TRUE","PROCESS","representation comment","relationship (multivariate)
",FALSE,"I am just as a way of eliminating like what the most significant, like tertiary variable might be","scatterplot",01:15:16,01:02:50,01:26:40,23.8,1430,746,746,FALSE,"scatterplot","scatterplot","CHART","positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_3_7382kwtuehappiness"
"253","7382kwtue","P3","130","ixn","happiness",01:17:45,"TRUE","RELATIONSHIP","relationship existence / non-existence","relationship (multivariate)
",FALSE,"Hmm. Maybe the easiest thing to do here is year?","scatterplot",01:17:45,01:02:50,01:26:40,23.8,1430,895,895,FALSE,"scatterplot","scatterplot","CHART","positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_3_7382kwtuehappiness"
"254","7382kwtue","P3","156","ixn","happiness",01:20:53,"TRUE","RELATIONSHIP","relationship cluster(s)/subgroup/ unexpected","relationship (multivariate)
",FALSE,"so positive effect and low corruption: Denmark, Sweden, New Zealand, Finland. Some like those countries seem to have interesting relationship. as do Canada, Netherlands.","multiviewchart",01:20:53,01:02:50,01:26:40,23.8,1430,1083,1083,FALSE,"multiviewchart","multi-view chart","CHART","affect_corruption_brush_7382kwtuehappiness country_count_plot_7382kwtuehappiness,"
"255","7382kwtue","P3","143","ixn","happiness",01:21:19,"TRUE","RELATIONSHIP","outlier (relationship)","relationship (multivariate)
",FALSE,"Rwanda is interesting.","multiviewchart",01:21:19,01:02:50,01:26:40,23.8,1430,1109,1109,FALSE,"multiviewchart","multi-view chart","CHART","affect_corruption_brush_7382kwtuehappiness country_count_plot_7382kwtuehappiness,"
"256","7382kwtue","P3","161","ixn","happiness",01:22:16,"TRUE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"There's a correlation. [Referring to socialSupport and Freedom].","scatterplot",01:22:16,01:02:50,01:26:40,23.8,1430,1166,1166,FALSE,"scatterplot","scatterplot","CHART","socialSupport_freedom_posAffect_7382kwtuehappiness"
"257","7382kwtue","P3","134","ixn","happiness",01:24:13,"FALSE","DATASET","data orientation",NA,FALSE,"I think it's by country right? [Referring to pandas code to split each row into ""more positive affect or more negative affect""","python",01:24:13,01:02:50,01:26:40,23.8,1430,1283,1283,FALSE,"python","CODE","CODE","create_aretheypositive_col_axis_7382kwtuehappiness"
"258","7382kwtue","P3","150","ixn","happiness",01:24:18,"TRUE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",TRUE,"So if the positive effect of a country of people in the country is greater than the negative effect or positive effect score. if we like, cleanly use that to mark them as as positive or negative, does that map them to outcomes such as social support or freedom?","scatterplot",01:24:18,01:02:50,01:26:40,23.8,1430,1288,1288,FALSE,"scatterplot","scatterplot","CHART","socialSupport_freedom_aretheypositive_7382kwtuehappiness create_aretheypositive_col_axis_7382kwtuehappiness,"
"259","7382kwtue","P3","155","ixn","happiness",01:26:40,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"So now i'm trying to see if there's a relationship over time for positive effect of the country, or if that's something that just like we made static.","none",01:26:40,01:02:50,01:26:40,23.8,1430,1430,1430,FALSE,"none","NONE","NONE",NA
"432","E1D39056","P1","338","static","space",00:10:22,"FALSE","DATASET","variable metadata",NA,FALSE,"transported is like rescued, right?","columns",00:10:22,00:10:22,00:30:11,19.8,1189,0,0,TRUE,"columns","TABLE","CODE","df_columns_E1D39056space data_dictionary,"
"432","E1D39056","P1","338","static","space",00:10:22,"FALSE","DATASET","variable metadata",NA,FALSE,"transported is like rescued, right?","dictionary",00:10:22,00:10:22,00:30:11,19.8,1189,0,0,TRUE,"dictionary","TABLE","CODE","df_columns_E1D39056space data_dictionary,"
"433","E1D39056","P1","335","static","space",00:17:03,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X categorical)",FALSE,"So like looking at the off diagonals, it doesn't seem that VIPs were like overly targeted for being rescued.","python",00:17:03,00:10:22,00:30:11,19.8,1189,401,401,FALSE,"python","CODE","CODE","VIP_transported_cov_filled_E1D39056space"
"434","E1D39056","P1","328","static","space",00:19:29,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (categorical X categorical)",FALSE,"Nothing major pops out there.","dataframe",00:19:29,00:10:22,00:30:11,19.8,1189,547,547,FALSE,"dataframe","TABLE","CODE","homePlanet_transported_crosstab_E1D39056space"
"435","E1D39056","P1","331","static","space",00:19:34,"FALSE","DATASET","missing data",NA,FALSE,"Okay? So one thing I am seeing like a lot of these categorical values is that like it's like a non-trivial amount of mount null values.","profile",00:19:34,00:10:22,00:30:11,19.8,1189,552,552,FALSE,"profile","profile","CHART","alx_profile_not_transported_E1D39056space"
"436","E1D39056","P1","329","static","space",00:21:15,"FALSE","PROCESS","representation comment",NA,FALSE,"nulls showing up automatically in one of these histogram values is helpful.","profile",00:21:15,00:10:22,00:30:11,19.8,1189,653,653,FALSE,"profile","profile","CHART","alx_profile_not_transported_E1D39056space"
"437","E1D39056","P1","327","static","space",00:22:06,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X categorical)",FALSE,"looks like most of the the passengers in cryosleep made it out.","dataframe",00:22:06,00:10:22,00:30:11,19.8,1189,704,704,FALSE,"dataframe","TABLE","CODE","cryoSleep_transported_crosstab_E1D39056space"
"438","E1D39056","P1","322","static","space",00:22:49,"FALSE","PROCESS","representation comment",NA,FALSE,"I'm just like looking at like this visualization in cell 19, and look at the list I put in here.","profile",00:22:49,00:10:22,00:30:11,19.8,1189,747,747,FALSE,"profile","profile","CHART","alx_profile_not_transported_E1D39056space"
"439","E1D39056","P1","324","static","space",00:26:07,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",FALSE,"if there was like some unfairness based on like how much of the past we've spent like the the fact that if they spent any, that they would be rescued more.","dataframe",00:26:07,00:10:22,00:30:11,19.8,1189,945,945,FALSE,"dataframe","TABLE","CODE","spent_any_transported_crosstab_E1D39056space"
"440","E1D39056","P1","334","static","space",00:30:11,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X categorical)",FALSE,"so just like looking at like starboard versus Port doesn't look like there's any main difference in kind of like the the ratio of or any significant difference between the ratio like rescued versus non rescued","hist",00:30:11,00:10:22,00:30:11,19.8,1189,1189,1189,FALSE,"hist","histogram","CHART","S_P_transported_hist_repeat_E1D39056space"
"441","E1D39056","P1","323","ixn","happiness",00:45:35,"FALSE","PROCESS","plan of action",NA,FALSE,"I'm just trying to see, like if there is a quick way to figure out like the percentage of each column that's null.","profile",00:45:35,00:45:35,01:11:40,26.1,1565,0,0,FALSE,"profile","profile","CHART","profile_df_E1D39056happiness"
"442","E1D39056","P1","333","ixn","happiness",00:46:21,"FALSE","PROCESS","representation comment",NA,FALSE,"So it like from this profile I would assume that there's like one country name that is is null.","profile",00:46:21,00:45:35,01:11:40,26.1,1565,46,46,FALSE,"profile","profile","CHART","profile_df_any_na_E1D39056happiness"
"443","E1D39056","P1","320","ixn","happiness",00:49:57,"FALSE","PROCESS","plan of action",NA,FALSE,"I'm going to look at obvious things to to see that, like weren't or in the tutorial.","none",00:49:57,00:45:35,01:11:40,26.1,1565,262,262,FALSE,"none","NONE","NONE",NA
"444","E1D39056","P1","332","ixn","happiness",00:50:26,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"per perceptions of corruption and like confidence in in the government, or like we There's like a weaker  relationship between those  than I expected.","scatterplot",00:50:26,00:45:35,01:11:40,26.1,1565,291,291,FALSE,"scatterplot","scatterplot","CHART","gov_confidence_corruption_jointplot_E1D39056happiness"
"445","E1D39056","P1","330","ixn","happiness",00:52:48,"TRUE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"Okay, that makes sense. [looking at the scatterplot trending positive correlation for Positive Affect and Social Support]","scatterplot",00:52:48,00:45:35,01:11:40,26.1,1565,433,433,FALSE,"scatterplot","scatterplot","CHART","tooltip_positive_support_jointplot_E1D39056happiness"
"446","E1D39056","P1","337","ixn","happiness",00:53:00,"TRUE","RELATIONSHIP","relationship cluster(s)/subgroup/ unexpected","relationship (continuous X continuous)",FALSE,"that's kind of interesting. I would expect those to like cluster differently","scatterplot",00:53:00,00:45:35,01:11:40,26.1,1565,445,445,FALSE,"scatterplot","scatterplot","CHART","tooltip_positive_negative_jointplot_E1D39056happiness"
"447","E1D39056","P1","321","ixn","happiness",00:55:31,"FALSE","PROCESS","representation comment",NA,FALSE,"i'm just gonna move the positive effect column into the beginning. So it's easier to like Look at what's going on.","pairplot",00:55:31,00:45:35,01:11:40,26.1,1565,596,596,FALSE,"pairplot","pairplot","CHART","pairplot_df_E1D39056happiness"
"448","E1D39056","P1","326","ixn","happiness",00:57:59,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"like reducing perceptions of corruption increases positive effect.","pairplot",00:57:59,00:45:35,01:11:40,26.1,1565,744,744,FALSE,"pairplot","pairplot","CHART","pairplot_df_E1D39056happiness"
"449","E1D39056","P1","318","ixn","happiness",00:58:08,"FALSE","RELATIONSHIP","relationship form (linearity/non-linearity)","relationship (continuous X continuous)",FALSE,"confidence in national governments, just seems to be all over the place in terms of its effect on positive affect","pairplot",00:58:08,00:45:35,01:11:40,26.1,1565,753,753,FALSE,"pairplot","pairplot","CHART","pairplot_df_E1D39056happiness"
"450","E1D39056","P1","319","ixn","happiness",00:59:06,"TRUE","PROCESS","representation comment",NA,FALSE,"I was just saying it's like pretty performance, so like it reacts pretty performant– on the browser side like it reacts like real time","pairplot",00:59:06,00:45:35,01:11:40,26.1,1565,811,811,FALSE,"pairplot","pairplot","CHART","subset_columns_assignment_yearfilter_pairplot_E1D39056happiness"
"451","E1D39056","P1","325","ixn","happiness",00:59:46,"TRUE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"it looks like there's like some of these relationships sharpen so like perceptions of corruption– like you can see it going from  like relatively unclustered to like us like a a sharper linear relationship between lower perceptions of corruption being related to higher effect.","pairplot",00:59:46,00:45:35,01:11:40,26.1,1565,851,851,FALSE,"pairplot","pairplot","CHART","subset_columns_assignment_yearfilter_pairplot_E1D39056happiness"
"452","E1D39056","P1","316","ixn","happiness",01:00:28,"TRUE","PROCESS","representation comment",NA,FALSE,"Can I move the filter far to the top of the the plot by any chance?","pairplot",01:00:28,00:45:35,01:11:40,26.1,1565,893,893,FALSE,"pairplot","pairplot","CHART","subset_columns_assignment_yearfilter_pairplot_E1D39056happiness"
"453","E1D39056","P1","317","ixn","happiness",01:11:00,"TRUE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"confidence in national governments, had no effect overall or at specific time periods [written]","pairplot",01:11:00,00:45:35,01:11:40,26.1,1565,1525,1525,FALSE,"pairplot","pairplot","CHART","subset_columns_assignment_yearfilter_pairplot_E1D39056happiness"
"454","E1D39056","P1","336","ixn","happiness",01:11:40,"TRUE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"social support and lide ladder are consistent over time [written]","pairplot",01:11:40,00:45:35,01:11:40,26.1,1565,1565,1565,FALSE,"pairplot","pairplot","CHART","subset_columns_assignment_yearfilter_pairplot_E1D39056happiness"
"455","8v892iige","P11","224","static","space",00:31:26,"FALSE","PROCESS","representation comment",NA,FALSE,"so we just have, you know, like a good overview of the data set here.","dataframe",00:31:26,00:31:26,00:46:56,15.5,930,0,0,FALSE,"dataframe","TABLE","CODE","load_data_and_head_8v892iigespace"
"456","8v892iige","P11","223","static","space",00:31:45,"FALSE","DATASET","variable metadata",NA,TRUE,"So we have the passenger id, the home planet, Cryosleep, whether it is false or True, and then Cabin, Destination, Age, vip, Room service, food court, shopping mall, SPA, VR deck, the name, and then whether they survive or not.","dataframe",00:31:45,00:31:26,00:46:56,15.5,930,19,19,FALSE,"dataframe","TABLE","CODE","load_data_and_head_8v892iigespace"
