UID,PID,Notebook,Timestamp,interaction_used,Condition,group,highlevel,Data Type,UtteranceType,Utterance,All representations,Python Used,Didn't use interaction,Insight Description,Justification,Was Interaction Used,Was Recapped,Was Vis used,Was Interaction Used_content,Was Vis used_content,Python Used_content,Other representation_content,joined,output_types,combined_content
151,li832lin23,happiness,1:14:23,TRUE,Interactive,scatterplot,RELATIONSHIP,relationship (continuous X continuous),relationship form (linearity/non-linearity),"Oh, Oh, Oh! On right side of the chart You're like well, the lower corruption is the higher happiness is, but in general this is a big amorphous cloud where everyone is very corrupt. it's like, what are you gonna do about it. No one cares. ","tooltip_brush_jointplot_happ_col7_li832lin23happiness,",,,,,tooltip_brush_jointplot_happ_col7_li832lin23happiness,,,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y=df.columns[7])",,,,tooltip_brush_jointplot_happ_col7_li832lin23happiness,visualization,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y=df.columns[7])"
152,li832lin23,happiness,1:14:37,TRUE,Interactive,scatterplot,RELATIONSHIP,"relationship (multivariate)
",relationship cluster(s)/subgroup/ unexpected,"Who are all these people down here? Yeah, okay. NATO people whatever","tooltip_brush_jointplot_happ_col7_li832lin23happiness, df.query,",df.query,,Super cool example of using brush and the printout to investigate who these people were.,,tooltip_brush_jointplot_happ_col7_li832lin23happiness,,,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y=df.columns[7])",,,,"tooltip_brush_jointplot_happ_col7_li832lin23happiness, df.query",visualization,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y=df.columns[7])"
153,li832lin23,happiness,1:15:18,FALSE,Interactive,scatterplot,RELATIONSHIP,relationship (continuous X continuous),relationship strength and/or direction,the people who are happy are happy. This one is very tautological. ,"tooltip_brush_jointplot_happ_col9_li832lin23happiness,",,"used tooltip, but not sure",,,tooltip_brush_jointplot_happ_col9_li832lin23happiness,,,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y=df.columns[9])",,,,tooltip_brush_jointplot_happ_col9_li832lin23happiness,visualization,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y=df.columns[9])"
154,li832lin23,happiness,1:15:34,FALSE,Interactive,scatterplot,RELATIONSHIP,relationship (continuous X continuous),relationship strength and/or direction,people who are sad are not happy.,"tooltip_brush_jointplot_happ_col10_li832lin23happiness,",,"used tooltip, but not sure",,,tooltip_brush_jointplot_happ_col10_li832lin23happiness,,,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y=df.columns[10])",,,,tooltip_brush_jointplot_happ_col10_li832lin23happiness,visualization,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y=df.columns[10])"
155,li832lin23,happiness,1:15:48,FALSE,Interactive,scatterplot,RELATIONSHIP,relationship (continuous X continuous),relationship form (linearity/non-linearity),another one which is like all over the place,"tooltip_brush_jointplot_happ_col11_li832lin23happiness,",,"used tooltip, but not sure",,,tooltip_brush_jointplot_happ_col11_li832lin23happiness,,,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y=df.columns[11])",,,,tooltip_brush_jointplot_happ_col11_li832lin23happiness,visualization,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y=df.columns[11])"
156,li832lin23,happiness,1:16:04,TRUE,Interactive,scatterplot,RELATIONSHIP,relationship (continuous X continuous),outlier (relationship),"the ones which over the place are the most interesting, but also the hardest to say anything about","tooltip_brush_jointplot_happ_col11_li832lin23happiness,",,,,,tooltip_brush_jointplot_happ_col11_li832lin23happiness,,,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y=df.columns[11])",,,,tooltip_brush_jointplot_happ_col11_li832lin23happiness,visualization,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y=df.columns[11])"
157,li832lin23,happiness,1:21:43,FALSE,Interactive,Multi-view Chart,RELATIONSHIP,relationship (continuous X continuous),relationship existence / non-existence,"I'm looking at this by country, and I can't see anything. ","tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness,",,"used tooltip, but not sure",,,tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness,,,"profile = alx.profile(df)
 barplot = alx.barplot(df,x='country',y='average(happinessScore)',sort='-y',width=1500) # sort descending by the height of the bars
 alx.highlight_brush() + alx.tooltip_hover() + (profile & barplot)",,,,tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness,visualization,"profile = alx.profile(df)
 barplot = alx.barplot(df,x='country',y='average(happinessScore)',sort='-y',width=1500) # sort descending by the height of the bars
 alx.highlight_brush() + alx.tooltip_hover() + (profile & barplot)"
158,li832lin23,happiness,1:21:47,TRUE,Interactive,Multi-view Chart,ANALYSIS PROCESS,,plan of action,"If I had a real thing, I would probably do by regions","tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness,",,,,,tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness,,,"profile = alx.profile(df)
 barplot = alx.barplot(df,x='country',y='average(happinessScore)',sort='-y',width=1500) # sort descending by the height of the bars
 alx.highlight_brush() + alx.tooltip_hover() + (profile & barplot)",,,,tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness,visualization,"profile = alx.profile(df)
 barplot = alx.barplot(df,x='country',y='average(happinessScore)',sort='-y',width=1500) # sort descending by the height of the bars
 alx.highlight_brush() + alx.tooltip_hover() + (profile & barplot)"
159,li832lin23,happiness,1:22:01,TRUE,Interactive,Multi-view Chart,RELATIONSHIP,relationship (continuous X continuous),relationship form (linearity/non-linearity),"I can look at the top GDP countries. Yes, yes this is nice. Oh, you know. It's all over the place. It's hard to say.","tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness,",,,,,tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness,,,"profile = alx.profile(df)
 barplot = alx.barplot(df,x='country',y='average(happinessScore)',sort='-y',width=1500) # sort descending by the height of the bars
 alx.highlight_brush() + alx.tooltip_hover() + (profile & barplot)",,,,tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness,visualization,"profile = alx.profile(df)
 barplot = alx.barplot(df,x='country',y='average(happinessScore)',sort='-y',width=1500) # sort descending by the height of the bars
 alx.highlight_brush() + alx.tooltip_hover() + (profile & barplot)"
160,li832lin23,happiness,1:22:33,TRUE,Interactive,Multi-view Chart,RELATIONSHIP,"relationship (multivariate)
",relationship cluster(s)/subgroup/ unexpected,"Okay, so the very highest life expectancy [countries]. Cyprus, if you didn't expect Israel. Yeah, Japan. I did it. and they are happy-ish","tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness,",,,,,tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness,,,"profile = alx.profile(df)
 barplot = alx.barplot(df,x='country',y='average(happinessScore)',sort='-y',width=1500) # sort descending by the height of the bars
 alx.highlight_brush() + alx.tooltip_hover() + (profile & barplot)",,,,tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness,visualization,"profile = alx.profile(df)
 barplot = alx.barplot(df,x='country',y='average(happinessScore)',sort='-y',width=1500) # sort descending by the height of the bars
 alx.highlight_brush() + alx.tooltip_hover() + (profile & barplot)"
161,li832lin23,happiness,1:25:26,FALSE,Interactive,none,DATASET,,missing data,pretty good null situation for a data set,"null_check_li832lin23happiness,",null_check_li832lin23happiness,,,,,,,,,df.isnull().mean(),,null_check_li832lin23happiness,other,  df.isnull().mean() 
162,bjs827ee1u,happiness,24:52:00,FALSE,Static,scatterplot,VARIABLE,distribution  (continuous),"distribution range [min, max]","And that's interesting that the year starting at 2,005 to 2,020, so it's like this is the time span","alx_scatter_year_happiness_bjs827ee1uhappiness,",,,,,,,alx_scatter_year_happiness_bjs827ee1uhappiness,,"alx.scatterplot(df,x='year',y='happinessScore')",,,alx_scatter_year_happiness_bjs827ee1uhappiness,visualization," alx.scatterplot(df,x='year',y='happinessScore')  "
163,bjs827ee1u,happiness,24:58:00,FALSE,Static,scatterplot,RELATIONSHIP,relationship (continuous X continuous),relationship strength and/or direction,"and it seems like in the in the early years, about 2,005. The happiness score was higher than then. Here in the later.","alx_scatter_year_happiness_bjs827ee1uhappiness,",,,"It's interesting as there are less values in the 2005 year, but the number of values isn't paid attention to (ie comparing 2005 against 2020 where 2020 has more!)",,,,alx_scatter_year_happiness_bjs827ee1uhappiness,,"alx.scatterplot(df,x='year',y='happinessScore')",,,alx_scatter_year_happiness_bjs827ee1uhappiness,visualization," alx.scatterplot(df,x='year',y='happinessScore')  "
164,bjs827ee1u,happiness,25:44:00,FALSE,Static,scatterplot,RELATIONSHIP,relationship (continuous X continuous),relationship strength and/or direction,"here I can see that in 2,005 there is a higher score also, and here we have more low scores.","alx_joint_year_logGDP_bjs827ee1uhappiness,",,,,,,,alx_joint_year_logGDP_bjs827ee1uhappiness,,"alx.jointplot(df,x='year',y='logGDPPerCapita')",,,alx_joint_year_logGDP_bjs827ee1uhappiness,visualization," alx.jointplot(df,x='year',y='logGDPPerCapita')  "
165,bjs827ee1u,happiness,25:53:00,FALSE,Static,scatterplot,RELATIONSHIP,,outlier (relationship),"Yeah, I think there's some interesting outliers.","alx_joint_year_logGDP_bjs827ee1uhappiness,",,,,,,,alx_joint_year_logGDP_bjs827ee1uhappiness,,"alx.jointplot(df,x='year',y='logGDPPerCapita')",,,alx_joint_year_logGDP_bjs827ee1uhappiness,visualization," alx.jointplot(df,x='year',y='logGDPPerCapita')  "
166,bjs827ee1u,happiness,0:27:54,FALSE,Static,scatterplot,RELATIONSHIP,relationship (continuous X continuous),relationship strength and/or direction,"Here I can find the correlation. The higher the GDP per Capita, the happier the people.","alx_joint_happiness_logGDP_bjs827ee1uhappiness,",,,,,,,alx_joint_happiness_logGDP_bjs827ee1uhappiness,,"alx.jointplot(df,x='happinessScore',y='logGDPPerCapita')",,,alx_joint_happiness_logGDP_bjs827ee1uhappiness,visualization," alx.jointplot(df,x='happinessScore',y='logGDPPerCapita')  "
167,bjs827ee1u,happiness,32:41:00,FALSE,Static,scatterplot,ANALYSIS PROCESS,,representation comment,"And now for the year, 2008. We have something like this","jointplot_2008_bjs827ee1uhappiness,",,,,,,,jointplot_2008_bjs827ee1uhappiness,,"alx.jointplot(dfx,x='happinessScore',y='logGDPPerCapita')",,,jointplot_2008_bjs827ee1uhappiness,visualization," alx.jointplot(dfx,x='happinessScore',y='logGDPPerCapita')  "
168,bjs827ee1u,happiness,35:52:00,FALSE,Static,scatterplot,RELATIONSHIP,"relationship (multivariate)
",relationship strength and/or direction,"I can see that in 2,008 , which is on the left, and 2,014.So this one  [mouse over 2014] is a bit more tilted to the right.So I would say that overall people are a bit more happy.","jointplot_combo_5_2008_2014_bjs827ee1uhappiness,",,,,multivariate as time + axes,,,jointplot_combo_5_2008_2014_bjs827ee1uhappiness,,"df2008 = df[df['year'] == 2008]
 

 df2014 = df[df['year'] == 2014]
 alx.jointplot(df2008,x='happinessScore',y='logGDPPerCapita') | alx.jointplot(df2014,x='happinessScore',y='logGDPPerCapita')",,,jointplot_combo_5_2008_2014_bjs827ee1uhappiness,visualization,"df2008 = df[df['year'] == 2008]
 

 df2014 = df[df['year'] == 2014]
 alx.jointplot(df2008,x='happinessScore',y='logGDPPerCapita') | alx.jointplot(df2014,x='happinessScore',y='logGDPPerCapita')"
169,bjs827ee1u,happiness,36:49:00,FALSE,Static,scatterplot,RELATIONSHIP,"relationship (multivariate)
",relationship strength and/or direction,So I change the year to 2021 and there is also like this: this shift to the to the right.,"jointplot_combo_2008_2021_bjs827ee1uhappiness,",,,,multivariate as time + axes,,,jointplot_combo_2008_2021_bjs827ee1uhappiness,,"df2008 = df[df['year'] == 2008]
 

 df2021 = df[df['year'] == 2021]
 

 alx.jointplot(df2008,x='happinessScore',y='logGDPPerCapita') | alx.jointplot(df2021,x='happinessScore',y='logGDPPerCapita')",,,jointplot_combo_2008_2021_bjs827ee1uhappiness,visualization,"df2008 = df[df['year'] == 2008]
 

 df2021 = df[df['year'] == 2021]
 

 alx.jointplot(df2008,x='happinessScore',y='logGDPPerCapita') | alx.jointplot(df2021,x='happinessScore',y='logGDPPerCapita')"
170,bjs827ee1u,happiness,40:06:00,FALSE,Static,dataframe,DATASET,,missing data,"And yeah, for example, here we see the first time that we have a value that is not a number. Here. We have another number. Yeah, there are quite a few places where there is not a number.","set_display_and_view_bjs827ee1uhappiness,",set_display_and_view_bjs827ee1uhappiness,,hovering over afghanistan in 2021,,,,,,,"pd.set_option('display.max_rows', len(df))
 df",,set_display_and_view_bjs827ee1uhappiness,dataframe,"  pd.set_option('display.max_rows', len(df))
 df "
171,bjs827ee1u,happiness,40:36:00,FALSE,Static,dataframe,VARIABLE,distribution (categorical),"distribution shape [shape, skew, kurtosis]","Okay, we have different countries.","set_display_and_view_bjs827ee1uhappiness,",set_display_and_view_bjs827ee1uhappiness,,,,,,,,,"pd.set_option('display.max_rows', len(df))
 df",,set_display_and_view_bjs827ee1uhappiness,dataframe,"  pd.set_option('display.max_rows', len(df))
 df "
172,bjs827ee1u,happiness,42:02:00,FALSE,Static,scatterplot,ANALYSIS PROCESS,"relationship (multivariate)
",representation comment,"Today there's less, generosity. Oh Okay, to know that, Then I would have to like get the x-axis. so that it's not the same x-axis, and let's see if I can find a way to like get the X-axis this at the same level.","filter_and_jointplot_3_2008_2021_bjs827ee1uhappiness,",,,,multivariate as time + axes,,,filter_and_jointplot_3_2008_2021_bjs827ee1uhappiness,,"df2008 = df[df['year'] == 2008]
 

 df2021 = df[df['year'] == 2021]
 

 alx.jointplot(df2008,x='generosity',y='corruption') | alx.jointplot(df2021,x='generosity',y='corruption')",,,filter_and_jointplot_3_2008_2021_bjs827ee1uhappiness,visualization,"df2008 = df[df['year'] == 2008]
 

 df2021 = df[df['year'] == 2021]
 

 alx.jointplot(df2008,x='generosity',y='corruption') | alx.jointplot(df2021,x='generosity',y='corruption')"
