,Final_Group,Utterance Type,Utterance,Data Type,interaction_used,Highlevel,PID,Notebook,Condition,All representations,Timestamp,Dylan Flag Storytelling,Dylan Flag Correction,Dylan Flag Simultaneous Characterization,group
297,scatterplot,relationship strength and/or direction,The hypotheses might have been that the people who spent more money might have been more likely to survive. and I don't know that that totally seems like that's the case because plenty of the people who spent like for example along this line of VR deck people survived all along the dynamic range. And I I think that's kind of true for most of these variables.,relationship (categorical X continuous),True,RELATIONSHIP,4728sjuiz,Space,Interactive,"display_pan_zoom_4728sjuizspace, pan_zoom_scatter_4728sjuizspace, ",1:32:27,,,,scatterplot
298,scatterplot,relationship cluster(s)/subgroup/ unexpected,"I don't know that that's totally true, I think, doing some sort of, because it's so noisy, I think doing some sort of quantitative analyses might be useful here, because so, for example, one thing, it seems here is that, yeah. Maybe people who spent on Spa in general survived. But there could be a bias by the fact that there are a bunch of people who spent 0 on Spa, and it looks like, maybe a lot of those people didn't survive",relationship (categorical X continuous),True,RELATIONSHIP,4728sjuiz,Space,Interactive,"display_pan_zoom_4728sjuizspace, pan_zoom_scatter_4728sjuizspace, ",1:32:49,,,,scatterplot
299,dataframe,data orientation,Each row is a country from a year. So it's a country and year a combination.,,False,DATASET,3r2sh20ei,Happiness,Static,"display_dataframe_3r2sh20eihappiness, ",18:06,,,,dataframe
300,dataframe,plan of action,"I don't remember how freedom, generosity, corruption, and these affect things are. I mean, I could guess what confidence in government is. I'll look at the data dictionary for that to start.",,False,ANALYSIS PROCESS,3r2sh20ei,Happiness,Static,"display_dataframe_3r2sh20eihappiness, ",18:21,,,,dataframe
301,data_dictionary,variable metadata,"Country, year. These are what I expected.",,False,DATASET,3r2sh20ei,Happiness,Static,"data_dictionary, ",18:27,,,True,data_dictionary
302,data_dictionary,"distribution range [min, max]",Range is 2005-2021,distribution  (continuous),False,VARIABLE,3r2sh20ei,Happiness,Static,"data_dictionary, ",18:32,,,,data_dictionary
303,data_dictionary,variable metadata,"Okay, average national response to the cantral life ladder questions in the galaxy for a poll which, as ndividuals to evaluate their current life. go 0 to 10 .",,False,DATASET,3r2sh20ei,Happiness,Static,"data_dictionary, ",18:33,,,,data_dictionary
304,data_dictionary,data provenance,GDP per capita. It's already logged.,,False,DATASET,3r2sh20ei,Happiness,Static,"data_dictionary, ",18:45,,,,data_dictionary
305,data_dictionary,variable metadata,"social support, national average of binary responses, asking if they have relatives or friends",,False,DATASET,3r2sh20ei,Happiness,Static,"data_dictionary, ",18:55,,,,data_dictionary
306,data_dictionary,variable metadata,Life expectancy. healthy life expectancies at birth based on the WHO extrapolate to match sample period,,False,DATASET,3r2sh20ei,Happiness,Static,"data_dictionary, ",19:02,,,,data_dictionary
307,data_dictionary,variable metadata,"Freedom. national average of responses to the Gallup poll question, asking if the individuals are satisfied or dissatisfied with their freedom. So it sounds like it's binary, I'll check. ",,False,DATASET,3r2sh20ei,Happiness,Static,"data_dictionary, ",19:16,,,,data_dictionary
308,data_dictionary,variable metadata,"generosity, you residual of regressing the national average of responses. And if it's not donating money to a charity in the past month. Oh, regressing that on Gdp. Got it",,False,DATASET,3r2sh20ei,Happiness,Static,"data_dictionary, ",19:26,,,,data_dictionary
309,data_dictionary,variable metadata,"Corruption. Perceptions of corruption, national averages, survey responses to 2 questions in the Gallup Poll related to the perceived corruption in government and in business.",,False,DATASET,3r2sh20ei,Happiness,Static,"data_dictionary, ",19:45,,,,data_dictionary
310,data_dictionary,variable metadata,"Positive affect. I know these are average of 3 positive effect measures, laugh enjoyment doing interesting things.",,False,DATASET,3r2sh20ei,Happiness,Static,"data_dictionary, ",19:53,,,,data_dictionary
311,data_dictionary_dataframe,variable metadata,"This mean of the negative effect measures, worries and anger.",,False,DATASET,3r2sh20ei,Happiness,Static,"display_dataframe_3r2sh20eihappiness, data_dictionary, ",20:00,,,,data_dictionary_dataframe
312,none,plan of action,"So before I would like to be able to answer any of those I would just start looking like, make sure things met my expectation... . Make sure things were on the right, like distribution or values. If anything looked outside of what I would expect.",,False,ANALYSIS PROCESS,3r2sh20ei,Happiness,Static,,20:21,,,True,none
313,profile,plan of action,"So now I'm looking like, does a given what I just read about each of those variables like, do these seem reasonable?",,False,ANALYSIS PROCESS,3r2sh20ei,Happiness,Static,"profile_dataframe_3r2sh20eihappiness, ",21:17,,,,profile
314,profile,"distribution range [min, max]","And so it looks like it says, 2004 here, that's the first thing that pops out– I thought it said 2,005 to 2021. So maybe that's just the way the like viz did it. ",distribution  (continuous),False,VARIABLE,3r2sh20ei,Happiness,Static,"profile_dataframe_3r2sh20eihappiness, ",21:23,,,,profile
315,profile,"distribution range [min, max]","So I would do something like df.year got in and it says, 2,005 back. Okay, so that's just like how the viz decided to make it.",distribution  (continuous),False,VARIABLE,3r2sh20ei,Happiness,Static,"profile_dataframe_3r2sh20eihappiness, min_year_3r2sh20eihappiness, ",21:30,,True,,profile
316,python,"distribution range [min, max]","While I'm here I'll look at the Max, and that is 2021. Okay, so at least, that seems like what we're looking at.",,False,VARIABLE,3r2sh20ei,Happiness,Static,"max_year_3r2sh20eihappiness, ",21:48,,,,python
317,Multi-view Chart,variable metadata,"So a lot of these that I thought were binary are not actually binary. They're on a scale of 0 to one. So now I'm going to look back... oh there must be some average on national average grade of binary responses to the gallop poll, asking if individuals have reviews or friends. Right? We don't have individual level data.",,False,DATASET,3r2sh20ei,Happiness,Static,"profile_dataframe_3r2sh20eihappiness, display_dataframe_3r2sh20eihappiness, data_dictionary, ",21:59,True,,,Multi-view Chart
318,none,"distribution range [min, max]",social support: 0 to 1.,,False,VARIABLE,3r2sh20ei,Happiness,Static,,22:29,,,,none
319,profile,"distribution shape [shape, skew, kurtosis]","So all of these numbers at least, seem reasonable.",distribution  (continuous),False,VARIABLE,3r2sh20ei,Happiness,Static,"profile_dataframe_3r2sh20eihappiness, ",22:33,,,,profile
320,profile,"distribution range [min, max]","Confidence in government also, between 0 and 1.",distribution  (continuous),False,VARIABLE,3r2sh20ei,Happiness,Static,"profile_dataframe_3r2sh20eihappiness, ",22:39,,,,profile
321,profile,"distribution range [min, max]",corruption's got this long left tail.,distribution  (continuous),False,VARIABLE,3r2sh20ei,Happiness,Static,"profile_dataframe_3r2sh20eihappiness, ",22:43,,,,profile
322,none,missing data,I would look for missing data. I don't think there's anything in the static to like. Take a look for missing information,,False,DATASET,3r2sh20ei,Happiness,Static,,22:54,,,,none
323,dataframe,missing data,"I got a lot of missing data. I got a lot of missing data. I don't know why it's missing. Oh, that's an NaN.",distribution  (continuous),False,DATASET,3r2sh20ei,Happiness,Static,"null_rows_dataframe_3r2sh20eihappiness, ",00:23:28,,,,dataframe
324,dataframe,missing data,"So we do have some missing information. I don't know if it's missing at random. So you look, there's just some measures that didn't happen. There could be lots of reasons. Okay, so we don't have completeness yet for everything.",distribution  (continuous),False,DATASET,3r2sh20ei,Happiness,Static,"any_null_in_rows_3r2sh20eihappiness, ",24:56,,,,dataframe
325,data_dictionary,variable metadata, Now I remind myself of any of these were categorical.,,False,DATASET,3r2sh20ei,Happiness,Static,"data_dictionary, ",25:10,,,True,data_dictionary
326,python,variable metadata,"Okay, so everything else is numeric.",,False,DATASET,3r2sh20ei,Happiness,Static,"dataframe_dtypes_3r2sh20eihappiness, ",25:30,,,True,python
327,scatterplot,relationship strength and/or direction,"for some reason become interested in these affect things. Is the relationship between these and like- If the country's mean on positive things is higher, would they be lower on the negative signs? This seems to somewhat be the case.",relationship (continuous X continuous),False,RELATIONSHIP,3r2sh20ei,Happiness,Static,"jointplot_positiveAffect_negativeAffect_3r2sh20eihappiness, ",28:11,,,,scatterplot
328,scatterplot,"distribution shape [shape, skew, kurtosis]",The negative has this longer tail,distribution  (continuous),False,VARIABLE,3r2sh20ei,Happiness,Static,"jointplot_positiveAffect_negativeAffect_3r2sh20eihappiness, ",28:11,,,,scatterplot
329,scatterplot,relationship strength and/or direction,"It's a relationship between happiness and life expectancy seems like the most obvious. I can do a pair plot in a second, but that's going to give me a bagillion. So I want to look at these first. ",relationship (continuous X continuous),False,RELATIONSHIP,3r2sh20ei,Happiness,Static,"jointplot_happinessScore_lifeExpectancy_3r2sh20eihappiness, ",29:28,,,,scatterplot
330,scatterplot,relationship strength and/or direction,"Okay, so increased happiness generally with increased life expectancy. But we've lost the element of time and Country",relationship (continuous X continuous),False,RELATIONSHIP,3r2sh20ei,Happiness,Static,"jointplot_happinessScore_lifeExpectancy_3r2sh20eihappiness, ",29:33,,,,scatterplot
331,profile,representation comment,It's going to give me way too many– I already saw how many unique values there were. There were a lot of countries. ,distribution (categorical),False,ANALYSIS PROCESS,3r2sh20ei,Happiness,Static,"profile_dataframe_3r2sh20eihappiness, ",30:07,,,,profile
332,lineplot,representation comment,We'll start with it. It's going to be a bad idea. Okay. I think country is the only idnetifier. There's no cluster here. Great good spaghetti plot told me nothing.,,False,ANALYSIS PROCESS,3r2sh20ei,Happiness,Static,"lineplot_year_averageHappinessScore_3r2sh20eihappiness, ",30:12,,,,lineplot
333,lineplot,outlier (relationship),Although there is this blue one down here.,relationship (categorical X continuous),False,RELATIONSHIP,3r2sh20ei,Happiness,Static,"lineplot_year_averageHappinessScore_3r2sh20eihappiness, ",30:32,,,,lineplot
334,lineplot,outlier (relationship),Who knows which blue one that is because of my terrible decision.,relationship (categorical X continuous),False,RELATIONSHIP,3r2sh20ei,Happiness,Static,"lineplot_year_averageHappinessScore_3r2sh20eihappiness, ",30:35,,,,lineplot
