SID,Final_Group,Utterance Type,Utterance,Data Type,interaction_used,Highlevel,PID,Notebook,Condition,All representations,Timestamp,adj_timestamp,Dylan Flag Storytelling,Dylan Flag Correction,Dylan Flag Simultaneous Characterization,Vis_Was_Interactive,Timestamp,PNUM
244,scatterplot,relationship cluster(s)/subgroup/ unexpected,"So just trying to see the correlation between confidence in the government and corruption, and it seems like there is an interesting like clump of data with where corruption is rated the highly, but as is confidence in government. So I'm little curious about that.",relationship (continuous X continuous),TRUE,RELATIONSHIP,7382kwtue,Happiness,Interactive,"corruption_confidence_scatter_brush_sized_7382kwtuehappiness, ",1:05:02,1:05:02,,,,TRUE,1:05:02,P3
245,scatterplot,relationship strength and/or direction,Seems like there's an interesting mix there. But I don't know if that's the determining factor. [freedom and the relationship between highly corruption and highly confident in government entities].,"relationship (multivariate)
",FALSE,RELATIONSHIP,7382kwtue,Happiness,Interactive,"corruption_confidence_hover_pan_zoom_color_freedomQ_separate_encoding_scatter_bigger_7382kwtuehappiness, ",1:09:07,1:09:07,,,,TRUE,1:09:07,P3
246,scatterplot,relationship strength and/or direction,I need to see if generosity correlated with corruption. Actually might like a little bit. What else do we have that might be a factor?,"relationship (multivariate)
",FALSE,RELATIONSHIP,7382kwtue,Happiness,Interactive,"corruption_confidence_hover_pan_zoom_color_generosityQ_separate_encoding_scatter_7382kwtuehappiness, ",1:09:15,1:09:15,,,,TRUE,1:09:15,P3
247,scatterplot,relationship strength and/or direction,"actually, let me see if positive effect correlates generally with how correct do you think?","relationship (multivariate)
",FALSE,RELATIONSHIP,7382kwtue,Happiness,Interactive,"corruption_confidence_hover_pan_zoom_color_positive_affectQ_separate_encoding_scatter_2_7382kwtuehappiness, ",1:09:55,1:09:55,,,,TRUE,1:09:55,P3
248,scatterplot,relationship strength and/or direction,And confidence in government is higher? Well. seems like that doesn't really correlate.,"relationship (multivariate)
",FALSE,RELATIONSHIP,7382kwtue,Happiness,Interactive,"corruption_confidence_hover_pan_zoom_color_positive_affectQ_separate_encoding_scatter_3_7382kwtuehappiness, ",1:10:11,1:10:11,,,,TRUE,1:10:11,P3
249,scatterplot,relationship form (linearity/non-linearity),That's a weird dispersion [gestures to cluster with a low corruption and high positive affect that is distinct from the general trend],relationship (continuous X continuous),FALSE,RELATIONSHIP,7382kwtue,Happiness,Interactive,"positiveAffect_corruption_hover_pan_zoom_encode_scatter_7382kwtuehappiness, ",1:10:43,1:10:43,,,,TRUE,1:10:43,P3
250,scatterplot,relationship cluster(s)/subgroup/ unexpected,"It seems like positive affect and corruption have sort of an odd relationship. It seems like most people in the data have a higher estimation of the corruption in their country. People who have a largely positive aspect to have a low estimation of of of corruption in their country. But there are these like 2 sort of separate lobes for people who have positive affect. So i'm trying to see what accounts for the difference between both of people down here and close to people up here. I was wondering if it's just a factor of like. The people down here are positive, but also enjoy like better Gdp than the people up here.","relationship (multivariate)
",TRUE,RELATIONSHIP,7382kwtue,Happiness,Interactive,"positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_7382kwtuehappiness, ",1:12:54,1:12:54,TRUE,,,TRUE,1:12:54,P3
251,scatterplot,relationship cluster(s)/subgroup/ unexpected,"it seems like there is some GDP correlation, but like this dark blue versus this light blue, is not telling me as much as I would like.","relationship (multivariate)
",TRUE,RELATIONSHIP,7382kwtue,Happiness,Interactive,"positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_3_7382kwtuehappiness, ",1:14:48,1:14:48,,,,TRUE,1:14:48,P3
252,scatterplot,representation comment,"I am just as a way of eliminating like what the most significant, like tertiary variable might be","relationship (multivariate)
",TRUE,ANALYSIS PROCESS,7382kwtue,Happiness,Interactive,"positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_3_7382kwtuehappiness, ",1:15:16,1:15:16,,,,TRUE,1:15:16,P3
253,scatterplot,relationship existence / non-existence,Hmm. Maybe the easiest thing to do here is year?,"relationship (multivariate)
",TRUE,RELATIONSHIP,7382kwtue,Happiness,Interactive,"positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_3_7382kwtuehappiness, ",1:17:45,1:17:45,,,,TRUE,1:17:45,P3
254,Multi-view Chart,relationship cluster(s)/subgroup/ unexpected,"so positive effect and low corruption: Denmark, Sweden, New Zealand, Finland. Some like those countries seem to have interesting relationship. as do Canada, Netherlands.","relationship (multivariate)
",TRUE,RELATIONSHIP,7382kwtue,Happiness,Interactive,"affect_corruption_brush_7382kwtuehappiness, country_count_plot_7382kwtuehappiness, ",1:20:53,1:20:53,,,,TRUE,1:20:53,P3
255,Multi-view Chart,outlier (relationship),Rwanda is interesting.,"relationship (multivariate)
",TRUE,RELATIONSHIP,7382kwtue,Happiness,Interactive,"affect_corruption_brush_7382kwtuehappiness, country_count_plot_7382kwtuehappiness, ",1:21:19,1:21:19,,,,TRUE,1:21:19,P3
256,scatterplot,relationship strength and/or direction,There's a correlation. [Referring to socialSupport and Freedom].,relationship (continuous X continuous),TRUE,RELATIONSHIP,7382kwtue,Happiness,Interactive,"socialSupport_freedom_posAffect_7382kwtuehappiness, ",1:22:16,1:22:16,,,,TRUE,1:22:16,P3
257,python,data orientation,"I think it's by country right? [Referring to pandas code to split each row into ""more positive affect or more negative affect""",,FALSE,DATASET,7382kwtue,Happiness,Interactive,"create_aretheypositive_col_axis_7382kwtuehappiness, ",1:24:13,1:24:13,,,,FALSE,1:24:13,P3
258,scatterplot,relationship strength and/or direction,"So if the positive effect of a country of people in the country is greater than the negative effect or positive effect score. if we like, cleanly use that to mark them as as positive or negative, does that map them to outcomes such as social support or freedom?","relationship (multivariate)
",TRUE,RELATIONSHIP,7382kwtue,Happiness,Interactive,"socialSupport_freedom_aretheypositive_7382kwtuehappiness, create_aretheypositive_col_axis_7382kwtuehappiness, ",1:24:18,1:24:18,,,TRUE,TRUE,1:24:18,P3
259,none,relationship strength and/or direction,"So now i'm trying to see if there's a relationship over time for positive effect of the country, or if that's something that just like we made static.","relationship (multivariate)
",FALSE,RELATIONSHIP,7382kwtue,Happiness,Interactive,,1:26:40,1:26:40,,,,FALSE,1:26:40,P3
260,dataframe,data orientation,So it's very similar to the the data frame in the last notebook  in different years and stuff,,FALSE,DATASET,4728sjuiz,Happiness,Static,"df_head_4728sjuizhappiness, ",19:15,0:19:15,,,,FALSE,19:15,P10
261,none,missing data,"for data quality, I guess one thing I'd be curious about is whether there are there any NA's",,FALSE,DATASET,4728sjuiz,Happiness,Static,"notebook_text, ",19:43,0:19:43,,,,FALSE,19:43,P10
262,python,missing data,so it looks like where there are NA values kind of depends on the variable that we're looking at,,FALSE,DATASET,4728sjuiz,Happiness,Static,"df_nullcount_cols_4728sjuizhappiness, ",20:42,0:20:42,,,,FALSE,20:42,P10
263,none,missing data,"I like to do in this sort of case where there are all these zeros, and I can't. First, I I don't want to print all these numbers. I might create a scatter plot of this information so that could give me an idea of, you know, if I put all of these values along the line, how many of the variables are NA?",,FALSE,DATASET,4728sjuiz,Happiness,Static,,20:59,0:20:59,,,,FALSE,20:59,P10
264,scatterplot,missing data," So it seems, most of the the values are, are most of the rows have no missing columns, and then they progressively have more and more. So I guess, depending on what the analysis we're gonna do is, we may or may not exclude data points.",,FALSE,DATASET,4728sjuiz,Happiness,Static,"scatter_resize_full_4728sjuizhappiness, ",25:50:00,0:25:50,,,,FALSE,25:50:00,P10
265,pairplot,missing data,"So I guess the answer, the assessment of the data quality on the level of whether there's missing data. I guess it's not bad. It's like mostly intact",,FALSE,DATASET,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",27:15:00,0:27:15,,,,FALSE,27:15:00,P10
266,pairplot,representation comment,"Okay, so maybe this is not the most useful plot in the first, for this sort of data set.",,FALSE,ANALYSIS PROCESS,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",27:53:00,0:27:53,,,,FALSE,27:53:00,P10
267,pairplot,relationship strength and/or direction,"I mean, that's not totally true. because so, for example, we can see that some of these variables have pretty strong correlation so like this is, I would imagine, a a very strong correlation. So this is a correlation between happiness and logGDP.",relationship (continuous X continuous),FALSE,RELATIONSHIP,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",28:01:00,0:28:01,,TRUE,,FALSE,28:01:00,P10
268,pairplot,relationship strength and/or direction,"this is a pretty negative correlation so negative affects by positive effects. But actually, it's not as negative as I would have expected.",relationship (continuous X continuous),FALSE,RELATIONSHIP,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",28:26:00,0:28:26,,,,FALSE,28:26:00,P10
269,pairplot,"distribution shape [shape, skew, kurtosis]",some of these variables are normally distributed,,FALSE,VARIABLE,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",28:35:00,0:28:35,,,TRUE,FALSE,28:35:00,P10
270,pairplot,"distribution shape [shape, skew, kurtosis]","some of them have tails. So, for example, well, I so let's go to the data dictionary for corruption. National average of survey responses to 2 questions to the perceived corruption and government businesses. So that means high value would be high levels of perceived corruption or high perceived levels of corruption.",distribution  (continuous),FALSE,VARIABLE,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",28:44:00,0:28:44,,,,FALSE,28:44:00,P10
271,pairplot,"distribution shape [shape, skew, kurtosis]","So if that's the case, then it seems that most people think that corruption is pretty high, but not that many people don't. So that's kind of an interesting",distribution  (continuous),FALSE,VARIABLE,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",29:07:00,0:29:07,TRUE,,,FALSE,29:07:00,P10
272,pairplot,"distribution shape [shape, skew, kurtosis]","the thing that I'm looking for which of these variables are normally distributed and which ones aren't. And if they're not, it suggests that there is some minority embedded within it. And since this is a sort of social or sociological sort of data set, I'd be curious: what is that population? And then from that, maybe we can start to our relationships between between those individuals and other metrics.",distribution  (continuous),FALSE,VARIABLE,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",29:37:00,0:29:37,TRUE,,TRUE,FALSE,29:37:00,P10
273,pairplot,relationship cluster(s)/subgroup/ unexpected,to stick to the corruption thing we can ask for these individuals [points to low corruption data points] Where do they stand? That all of these other metrics?,relationship (continuous X continuous),FALSE,RELATIONSHIP,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",30:10:00,0:30:10,,,,FALSE,30:10:00,P10
274,pairplot,relationship form (linearity/non-linearity),if there's a just a clean correlation that's linear then maybe there's nothing particular to look for. But if there's a nonlinearity here like it seems like there might be here [pointing to freedom x corruption scatterplot]. So the the people who are low in the corruption score seem to cluster high in the freedom score.,relationship (continuous X continuous),FALSE,RELATIONSHIP,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",30:23:00,0:30:23,,,,FALSE,30:23:00,P10
275,pairplot,relationship range constriction,most of the people who rate highly in corruption are stand the entire dynamic range of perceived freedom.,relationship (continuous X continuous),FALSE,RELATIONSHIP,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",31:08:00,0:31:08,,,,FALSE,31:08:00,P10
276,pairplot,relationship form (linearity/non-linearity),We see similar sorts of trends in some of these other variables too. I guess if I take a step back and back and think about if I would have some preconceived notions about whether some of these variables would be co-linear.,,FALSE,RELATIONSHIP,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",32:11:00,0:32:11,,,TRUE,FALSE,32:11:00,P10
277,pairplot,relationship strength and/or direction,"corruption and confidence in government kind of intuitively feel like they would be related. People who believe that government is highly corrupt probably have low confidence in government. So I guess as a hypothesis for that, then we can go and see if that seems to be the case. I mean, it's a little messy, but by and large it's a negative correlation",relationship (continuous X continuous),FALSE,RELATIONSHIP,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",33:19:00,0:33:19,TRUE,,,FALSE,33:19:00,P10
278,pairplot,relationship strength and/or direction,"I mean, it's a little messy, but by and large it's a negative correlation",relationship (continuous X continuous),FALSE,RELATIONSHIP,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",33:40:00,0:33:40,,,,FALSE,33:40:00,P10
279,dataframe,plan of action,So I guess one other quick thing is whether Pearson is the right thing to use. I think with these data. I think it's fair enough to use a Pearson correlation for these all seem like a parametric method. It looks reasonable.,,FALSE,ANALYSIS PROCESS,4728sjuiz,Happiness,Static,"df_corr_pearson_all_4728sjuizhappiness, ",36:03:00,0:36:03,,,,FALSE,36:03:00,P10
280,python,missing data,16.37% of the data contain null values [WRITTEN],,FALSE,DATASET,4728sjuiz,Happiness,Static,"import_np_string_format_4728sjuizhappiness, ",38:47:00,0:38:47,,,,FALSE,38:47:00,P10
281,pairplot,"distribution shape [shape, skew, kurtosis]",it seems that both freedom and corruptionare sort of left tailed distributions.,distribution  (continuous),FALSE,VARIABLE,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",41:16:00,0:41:16,,,TRUE,FALSE,41:16:00,P10
282,data_dictionary,variable metadata,"the definition of the freedom, variable average of responses, asking if individuals are satisfied or dissatisfied with their freedom to choose what they do with their lives. So a high value, I guess, is high perceived freedom.",,FALSE,DATASET,4728sjuiz,Happiness,Static,"data_dictionary, ",41:32:00,0:41:32,,,,FALSE,41:32:00,P10
283,scatterplot,representation comment,"And so I guess this is, I guess, the same idea, but a smaller version of the an isolated version of the above plot, or we're not distracted by the rest of the relationships.",,FALSE,ANALYSIS PROCESS,4728sjuiz,Happiness,Static,"jointplot_freedom_corruption_4728sjuizhappiness, ",42:17:00,0:42:17,,,,FALSE,42:17:00,P10
284,scatterplot,relationship cluster(s)/subgroup/ unexpected,"I would be curious, for example, if we set some sort of threshold here for who these individuals that are. we could call it a separate population that have low corruption values. We can ask who in quotes who these people are, and what I mean by that is, where do they stand on other matters? ","relationship (multivariate)
",FALSE,RELATIONSHIP,4728sjuiz,Happiness,Static,"jointplot_freedom_corruption_4728sjuizhappiness, ",42:45:00,0:42:45,TRUE,,,FALSE,42:45:00,P10
