SID,PID,PNUM,Condition,Notebook,Timestamp,interaction_used,Data Type,Highlevel,Utterance Type,Final_Group,group,All representations,Flag Storytelling,Flag Correction,Flag Simultaneous Characterization,Utterance
264,4728sjuiz,P10,Static,Happiness,25:50:00,FALSE,,DATASET,missing data,scatterplot,scatterplot,"scatter_resize_full_4728sjuizhappiness, ",,,," So it seems, most of the the values are, are most of the rows have no missing columns, and then they progressively have more and more. So I guess, depending on what the analysis we're gonna do is, we may or may not exclude data points."
265,4728sjuiz,P10,Static,Happiness,27:15:00,FALSE,,DATASET,missing data,pairplot,pairplot,"pairplot_df_4728sjuizhappiness, ",,,,"So I guess the answer, the assessment of the data quality on the level of whether there's missing data. I guess it's not bad. It's like mostly intact"
266,4728sjuiz,P10,Static,Happiness,27:53:00,FALSE,,ANALYSIS PROCESS,representation comment,pairplot,pairplot,"pairplot_df_4728sjuizhappiness, ",,,,"Okay, so maybe this is not the most useful plot in the first, for this sort of data set."
267,4728sjuiz,P10,Static,Happiness,28:01:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,pairplot,pairplot,"pairplot_df_4728sjuizhappiness, ",,TRUE,,"I mean, that's not totally true. because so, for example, we can see that some of these variables have pretty strong correlation so like this is, I would imagine, a a very strong correlation. So this is a correlation between happiness and logGDP."
268,4728sjuiz,P10,Static,Happiness,28:26:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,pairplot,pairplot,"pairplot_df_4728sjuizhappiness, ",,,,"this is a pretty negative correlation so negative affects by positive effects. But actually, it's not as negative as I would have expected."
269,4728sjuiz,P10,Static,Happiness,28:35:00,FALSE,,VARIABLE,"distribution shape [shape, skew, kurtosis]",pairplot,pairplot,"pairplot_df_4728sjuizhappiness, ",,,TRUE,some of these variables are normally distributed
270,4728sjuiz,P10,Static,Happiness,28:44:00,FALSE,distribution  (continuous),VARIABLE,"distribution shape [shape, skew, kurtosis]",pairplot,pairplot,"pairplot_df_4728sjuizhappiness, ",,,,"some of them have tails. So, for example, well, I so let's go to the data dictionary for corruption. National average of survey responses to 2 questions to the perceived corruption and government businesses. So that means high value would be high levels of perceived corruption or high perceived levels of corruption."
271,4728sjuiz,P10,Static,Happiness,29:07:00,FALSE,distribution  (continuous),VARIABLE,"distribution shape [shape, skew, kurtosis]",pairplot,pairplot,"pairplot_df_4728sjuizhappiness, ",TRUE,,,"So if that's the case, then it seems that most people think that corruption is pretty high, but not that many people don't. So that's kind of an interesting"
272,4728sjuiz,P10,Static,Happiness,29:37:00,FALSE,distribution  (continuous),VARIABLE,"distribution shape [shape, skew, kurtosis]",pairplot,pairplot,"pairplot_df_4728sjuizhappiness, ",TRUE,,TRUE,"the thing that I'm looking for which of these variables are normally distributed and which ones aren't. And if they're not, it suggests that there is some minority embedded within it. And since this is a sort of social or sociological sort of data set, I'd be curious: what is that population? And then from that, maybe we can start to our relationships between between those individuals and other metrics."
273,4728sjuiz,P10,Static,Happiness,30:10:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship cluster(s)/subgroup/ unexpected,pairplot,pairplot,"pairplot_df_4728sjuizhappiness, ",,,,to stick to the corruption thing we can ask for these individuals [points to low corruption data points] Where do they stand? That all of these other metrics?
274,4728sjuiz,P10,Static,Happiness,30:23:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship form (linearity/non-linearity),pairplot,pairplot,"pairplot_df_4728sjuizhappiness, ",,,,if there's a just a clean correlation that's linear then maybe there's nothing particular to look for. But if there's a nonlinearity here like it seems like there might be here [pointing to freedom x corruption scatterplot]. So the the people who are low in the corruption score seem to cluster high in the freedom score.
275,4728sjuiz,P10,Static,Happiness,31:08:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship range constriction,pairplot,pairplot,"pairplot_df_4728sjuizhappiness, ",,,,most of the people who rate highly in corruption are stand the entire dynamic range of perceived freedom.
276,4728sjuiz,P10,Static,Happiness,32:11:00,FALSE,,RELATIONSHIP,relationship form (linearity/non-linearity),pairplot,pairplot,"pairplot_df_4728sjuizhappiness, ",,,TRUE,We see similar sorts of trends in some of these other variables too. I guess if I take a step back and back and think about if I would have some preconceived notions about whether some of these variables would be co-linear.
277,4728sjuiz,P10,Static,Happiness,33:19:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,pairplot,pairplot,"pairplot_df_4728sjuizhappiness, ",TRUE,,,"corruption and confidence in government kind of intuitively feel like they would be related. People who believe that government is highly corrupt probably have low confidence in government. So I guess as a hypothesis for that, then we can go and see if that seems to be the case. I mean, it's a little messy, but by and large it's a negative correlation"
278,4728sjuiz,P10,Static,Happiness,33:40:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,pairplot,pairplot,"pairplot_df_4728sjuizhappiness, ",,,,"I mean, it's a little messy, but by and large it's a negative correlation"
279,4728sjuiz,P10,Static,Happiness,36:03:00,FALSE,,ANALYSIS PROCESS,plan of action,dataframe,dataframe,"df_corr_pearson_all_4728sjuizhappiness, ",,,,So I guess one other quick thing is whether Pearson is the right thing to use. I think with these data. I think it's fair enough to use a Pearson correlation for these all seem like a parametric method. It looks reasonable.
280,4728sjuiz,P10,Static,Happiness,38:47:00,FALSE,,DATASET,missing data,python,python,"import_np_string_format_4728sjuizhappiness, ",,,,16.37% of the data contain null values [WRITTEN]
281,4728sjuiz,P10,Static,Happiness,41:16:00,FALSE,distribution  (continuous),VARIABLE,"distribution shape [shape, skew, kurtosis]",pairplot,pairplot,"pairplot_df_4728sjuizhappiness, ",,,TRUE,it seems that both freedom and corruptionare sort of left tailed distributions.
282,4728sjuiz,P10,Static,Happiness,41:32:00,FALSE,,DATASET,variable metadata,data_dictionary,data_dictionary,"data_dictionary, ",,,,"the definition of the freedom, variable average of responses, asking if individuals are satisfied or dissatisfied with their freedom to choose what they do with their lives. So a high value, I guess, is high perceived freedom."
283,4728sjuiz,P10,Static,Happiness,42:17:00,FALSE,,ANALYSIS PROCESS,representation comment,scatterplot,scatterplot,"jointplot_freedom_corruption_4728sjuizhappiness, ",,,,"And so I guess this is, I guess, the same idea, but a smaller version of the an isolated version of the above plot, or we're not distracted by the rest of the relationships."
284,4728sjuiz,P10,Static,Happiness,42:45:00,FALSE,"relationship (multivariate)
",RELATIONSHIP,relationship cluster(s)/subgroup/ unexpected,scatterplot,scatterplot,"jointplot_freedom_corruption_4728sjuizhappiness, ",TRUE,,,"I would be curious, for example, if we set some sort of threshold here for who these individuals that are. we could call it a separate population that have low corruption values. We can ask who in quotes who these people are, and what I mean by that is, where do they stand on other matters? "
285,4728sjuiz,P10,Static,Happiness,42:52:00,FALSE,"relationship (multivariate)
",RELATIONSHIP,relationship range constriction,scatterplot,scatterplot,"jointplot_freedom_corruption_4728sjuizhappiness, ",,,,And are they within range for other Variables as well.
286,4728sjuiz,P10,Static,Happiness,42:55:00,FALSE,,ANALYSIS PROCESS,plan of action,none,none,,,,,"And so one way that I imagine we could do that across the board is to set for the, for the corruption variable."
287,4728sjuiz,P10,Interactive,Space,1:10:00,FALSE,,DATASET,missing data,scatterplot,scatterplot,"null_count_plot_4728sjuizspace, ",,,,"So a bunch of the data here have one column missing. So I mean, one thing we can do is ask which one of these is there one problematic column?"
288,4728sjuiz,P10,Interactive,Space,1:10:43,FALSE,,DATASET,missing data,python,python,"row_null_check_4728sjuizspace, ",,,,"So what I was expecting to see is that one of these columns had a really large value, and that most of them didn't. And then maybe there, there would have been one variable. That's kind of the problematic one. It would just keep an eye out for that. But this suggests that most of the data point of most of the subjects are missing."
289,4728sjuiz,P10,Interactive,Space,1:11:52,FALSE,,ANALYSIS PROCESS,representation comment,pairplot,pairplot,"pairplot_df_4728sjuizspace, ",,,,"How does it deal with null values? So if there's a null value? Because in the correlations, it's just in some and not others, does it exclude it from all of them? "
290,4728sjuiz,P10,Interactive,Space,1:15:21,FALSE,,DATASET,missing data,python,python,"null_row_percentage100_4728sjuizspace, ",,,,"This is, a larger percent of the data set that has some missing data than in the previous one. And the previous one was like 16. This is 23, but because it's sprinkled throughout the data set. Maybe it's that's fine."
291,4728sjuiz,P10,Interactive,Space,1:15:41,FALSE,distribution  (continuous),VARIABLE,"distribution shape [shape, skew, kurtosis]",pairplot,pairplot,"pairplot_df_4728sjuizspace, ",,,,So age is normally distributedâ--  It seems like most of the people are in their like on the thirties in this data set.
292,4728sjuiz,P10,Interactive,Space,1:15:48,FALSE,distribution  (continuous),VARIABLE,"distribution shape [shape, skew, kurtosis]",pairplot,pairplot,"pairplot_df_4728sjuizspace, ",,,,But then these other variables are are very strangely distributed. and that could buy us some of these results.
293,4728sjuiz,P10,Interactive,Space,1:16:06,FALSE,distribution  (continuous),VARIABLE,"distribution shape [shape, skew, kurtosis]",Multi-view Chart,Multi-view Chart,"pairplot_df_4728sjuizspace, data_dictionary, ",,,TRUE,"So why might that be? Let's look at what these variables are, so everything from the room service to VR deck has a very skewed distribution. indicating how much money and passenger used on room service. I guess that explains it. So then it suggests that most people spent very little money on all of these things."
294,4728sjuiz,P10,Interactive,Space,1:17:42,FALSE,relationship (categorical X continuous),RELATIONSHIP,relationship existence / non-existence,pairplot,pairplot,"pairplot_df_4728sjuizspace, intro_text, ",TRUE,,,"So when I think about fairness, and since all of these metrics have some relationship to do with how much people are spending. Then what it makes me think is that maybe the people who spent more or spent less or something there, some relationship between how much people are spending and the sort of the outcome. The outcome is whether they were saved."
295,4728sjuiz,P10,Interactive,Space,1:30:29,TRUE,,ANALYSIS PROCESS,representation comment,scatterplot,scatterplot,"display_pan_zoom_4728sjuizspace, pan_zoom_scatter_4728sjuizspace, ",,,,"So it seems like, somehow, these plots are linked. ... can that be turned off?"
296,4728sjuiz,P10,Interactive,Space,1:31:15,TRUE,relationship (categorical X continuous),RELATIONSHIP,relationship strength and/or direction,scatterplot,scatterplot,"display_pan_zoom_4728sjuizspace, pan_zoom_scatter_4728sjuizspace, ",,,,"when you zoom in, it kind of already becomes clear that their points scattered on either side. So it's not like there's an obvious relationship between some of these variables, and whether a person survived or not."
297,4728sjuiz,P10,Interactive,Space,1:32:27,TRUE,relationship (categorical X continuous),RELATIONSHIP,relationship strength and/or direction,scatterplot,scatterplot,"display_pan_zoom_4728sjuizspace, pan_zoom_scatter_4728sjuizspace, ",,,,The hypotheses might have been that the people who spent more money might have been more likely to survive. and I don't know that that totally seems like that's the case because plenty of the people who spent like for example along this line of VR deck people survived all along the dynamic range. And I I think that's kind of true for most of these variables.
298,4728sjuiz,P10,Interactive,Space,1:32:49,TRUE,relationship (categorical X continuous),RELATIONSHIP,relationship cluster(s)/subgroup/ unexpected,scatterplot,scatterplot,"display_pan_zoom_4728sjuizspace, pan_zoom_scatter_4728sjuizspace, ",,,,"I don't know that that's totally true, I think, doing some sort of, because it's so noisy, I think doing some sort of quantitative analyses might be useful here, because so, for example, one thing, it seems here is that, yeah. Maybe people who spent on Spa in general survived. But there could be a bias by the fact that there are a bunch of people who spent 0 on Spa, and it looks like, maybe a lot of those people didn't survive"
299,3r2sh20ei,P9,Static,Happiness,18:06,FALSE,,DATASET,data orientation,dataframe,dataframe,"display_dataframe_3r2sh20eihappiness, ",,,,Each row is a country from a year. So it's a country and year a combination.
300,3r2sh20ei,P9,Static,Happiness,18:21,FALSE,,ANALYSIS PROCESS,plan of action,dataframe,dataframe,"display_dataframe_3r2sh20eihappiness, ",,,,"I don't remember how freedom, generosity, corruption, and these affect things are. I mean, I could guess what confidence in government is. I'll look at the data dictionary for that to start."
